object,color,cand_idx,path,url,original_caption
chalkboard,green,11,chalkboard/green/cand_011.png,https://us.123rf.com/450wm/yaskii/yaskii1207/yaskii120700027/14574423-back-to-school--set-of-school-related-doodle-objects-on-green-blackboard.jpg,Back to school - set of school related doodle objects on green blackboard Vector
chalkboard,green,12,chalkboard/green/cand_012.png,https://image.shutterstock.com/display_pic_with_logo/69647/1084029797/stock-photo-cheerful-smiling-boy-with-books-on-a-green-chalkboard-background-1084029797.jpg,Cheerful smiling boy with books on a green chalkboard background.
chalkboard,green,13,chalkboard/green/cand_013.png,https://www.neoplexonline.com/image/cache/data/CBG-2460F-228x228.jpg,"""24"""" x 60"""" Wood Framed Green Chalkboard Sign"""
chalkboard,black,11,chalkboard/black/cand_011.png,https://tse1.mm.bing.net/th?id=OIP.W7xfrOkws-_7bnd0c4zXcwAAAA&pid=Api&P=0&w=300&h=300,Tafel Küche Kreide : creative interior decorating ideas 26 black chalkboard paint projects wall dsgn k che ~ Bigdaddyawards.com Haus und Dekorationen
chalkboard,black,12,chalkboard/black/cand_012.png,https://t2.ftcdn.net/jpg/00/62/92/51/400_F_62925193_3lY2eksC4gRHTI5hnoCS8VjJ4x5eVfcO.jpg,Vector Italian Pizza Poster on a Black Chalkboard
chalkboard,black,13,chalkboard/black/cand_013.png,https://cdn1.vectorstock.com/i/thumbs/28/90/black-chalkboard-wine-list-vector-21602890.jpg,black chalkboard wine list vector image
chalkboard,black,14,chalkboard/black/cand_014.png,https://thumbs.dreamstime.com/t/blackboard-background-blank-black-chalkboard-wall-school-board-texture-97231615.jpg,"Blackboard Background, Blank Black Chalkboard Wall, School Board. Texture royalty free stock photo"
chalkboard,black,15,chalkboard/black/cand_015.png,https://static2.bigstockphoto.com/0/6/1/large2/160723574.jpg,Engagement on Black Chalkboard. 3d Rendering. Toned Illustration.
chalkboard,black,16,chalkboard/black/cand_016.png,https://static1.bigstockphoto.com/2/5/1/large2/152396750.jpg,Medical Concept: Black Chalkboard with Rheumatoid Arthritis. Medical Concept: Black Chalkboard with Handwritten Medical Concept - Rheumatoid Arthritis with White Stethoscope. Top View. 3D Rendering.
chalkboard,black,17,chalkboard/black/cand_017.png,https://thumbs.dreamstime.com/t/rendering-wooden-easel-black-chalkboard-isolated-white-background-d-front-view-side-view-school-supplies-80696492.jpg,Rendering of wooden easel with black chalkboard isolated on the white background. 3d rendering of a wooden easel with black chalkboard isolated on the white Stock Photography
chalkboard,green,14,chalkboard/green/cand_014.png,https://us.123rf.com/450wm/ismagilov/ismagilov1601/ismagilov160100560/51119253-a-woman-drawing-symbols-of-alternative-energy-sources-on-a-green-blackboard-back-view-concept-of-cle.jpg?ver=6,A woman drawing symbols of alternative energy sources on a green blackboard. Back view. Concept of clean environment.
chalkboard,green,15,chalkboard/green/cand_015.png,http://static8.depositphotos.com/1048238/1025/i/450/depositphotos_10255882-Change-the-system..jpg,Illustration depicting a green chalkboard with the words 'change the system'. — Stockfoto #10255882
chalkboard,green,16,chalkboard/green/cand_016.png,https://static2.bigstockphoto.com/5/4/1/large2/145241234.jpg,Rastafarian man. Flat Icon. Imitation draw with white chalk on green chalkboard. Flat Pictogram and School board background. Vector illustration symbol
chalkboard,green,17,chalkboard/green/cand_017.png,"http://cdn.vectorstock.com/i/thumbs/01,32/fantastic-clearance-offer-green-chalkboard-in-a-vector-1540132.jpg",Fantastic clearance offer green chalkboard in a vector | Price: 1 Credit (USD $1)
chalkboard,black,18,chalkboard/black/cand_018.png,https://static1.bigstockphoto.com/thumbs/4/0/9/large2/90403910.jpg,Black Chalkboard Todo List Checkbox Checked
